gene,WT1,WT2,F71Y1,F71Y2,R61K1,R61K2,R61H1,R61H2,null1,null2
BSU22090_kdgT_2-keto-3-deoxygluconate_permease,146,108,79,92,101,107,75,73,92,83
BSU22100_kdgA_2-keto-3-deoxygluconate-6-phosphate_aldolase,53,45,24,31,27,33,27,34,29,26
BSU22110_kdgK_2-keto-3-deoxygluconate_kinase,186,260,204,220,148,229,133,246,157,184
BSU22120_kdgR_Kdg_operon_transcriptional_regulator,359,522,434,539,277,533,258,530,281,460
BSU22130_kduI_5-keto-4-deoxyuronate_isomerase,521,647,599,546,405,626,392,736,446,673
BSU22140_kduD_2-deoxy-D-gluconate_3-dehydrogenase,327,452,346,355,250,444,314,458,288,449
BSU22150_ypvA_ATP-dependent_helicase,3727,5060,4549,5398,3358,4945,2811,4526,2669,3313
BSU22160_yptA_hypothetical_protein,153,144,131,166,96,120,94,121,84,89
BSU22169_ypzG_hypothetical_protein,9,6,9,5,2,6,5,9,7,5
BSU22170_ypsC_methylase_with_RNA_interaction_domain,3705,5001,4568,5071,2993,4745,2432,4508,2492,3350
BSU22180_ypsB_cell_division_protein_GpsB,1990,5329,3960,4460,1451,5156,1353,4351,1627,4610
BSU22190_ypsA_hypothetical_protein,1346,2172,1754,1971,977,2037,866,1999,963,1669
BSU22200_cotD_spore_coat_protein,2074,1180,1141,1040,1874,1178,1675,1234,2001,996
BSU22210_yprB_nucleic_acid-binding_protein,995,1338,1096,1259,818,1310,725,1385,830,1136
BSU22220_yprA_ATP-dependent_helicase,1763,3055,2925,3351,1386,3044,1490,3615,1557,2860
BSU22230_ypqE_PTS_system_transporter_subunit_IIA,1214,3249,3202,3654,796,3025,872,3777,1031,3238
BSU22240_ypqA_hypothetical_protein,4,4,4,0,3,2,2,3,2,4
BSU22250_yppG_hypothetical_protein,26,31,27,42,37,41,28,35,26,21
BSU22260_yppF_site-specific_integrase,2252,1371,752,557,361,363,201,222,157,98
BSU22270_yppE_hypothetical_protein,421,1274,1515,1357,303,1310,354,1578,440,1423
BSU22280_yppD_hypothetical_protein,27,57,52,66,20,47,18,49,23,52
BSU22290_sspM_small_acid-soluble_spore_protein,1,0,0,0,1,0,0,0,1,0
BSU22300_yppC_hypothetical_protein,10,35,9,15,7,19,14,27,14,22
BSU22310_recU_Holliday_junction-specific_endonuclease,1806,3602,2429,3683,1681,3122,1444,3161,1460,2760
BSU22320_ponA_peptidoglycan_glycosyltransferase,15603,22579,19316,24060,14153,19881,12725,24306,13015,17761
BSU22330_ypoC_hypothetical_protein,1112,1423,1289,1438,800,1312,783,1380,783,1062
BSU22340_nth_endonuclease_III,1572,2227,1748,2125,1160,1811,1162,2003,1156,1635
BSU22350_dnaD_DNA-remodelling_primosomal_protein,1529,2889,2256,3000,1111,2652,1056,2706,1155,2307
BSU22360_asnC_asparaginyl-tRNA_synthetase,13486,18151,16191,16976,9592,17279,9368,17451,10449,14659
BSU22370_aspB_aspartate_aminotransferase,11140,14088,11820,13644,8567,13680,8504,15504,10564,13959
BSU22380_ypmB_hypothetical_protein,6084,11847,10034,12096,4529,10684,4632,15507,5622,10968
BSU22390_ypmA_hypothetical_protein,498,1279,998,1440,398,1169,404,1171,451,1119
BSU22400_dinG_bifunctional_ATP-dependent_DNA_helicase/DNA_polymerase_III_subunit_epsilon,8553,11030,8983,11653,7174,10661,7099,11045,7514,10022
BSU22410_panD_aspartate_alpha-decarboxylase,1400,2190,2059,2772,1151,2395,1065,2300,1051,1769
BSU22420_panC_pantoate--beta-alanine_ligase,3742,5256,4680,6254,2882,5748,2631,5104,2362,3808
BSU22430_panB_3-methyl-2-oxobutanoate_hydroxymethyltransferase,4238,4445,4459,5833,3573,4950,3165,4826,2897,3449
BSU22440_birA_biotin_acetyl-CoA-carboxylase_ligase_and_biotin_regulon_repressor,1542,1525,1229,1729,1195,1498,1122,1481,1117,1236
BSU22450_cca_tRNA_CCA-pyrophosphorylase,2026,2225,1627,2613,1619,2024,1650,2102,1596,1904
BSU22460_ypjH_hypothetical_protein,1852,2062,1388,2189,1336,1789,1342,1900,1367,1778
BSU22470_ypjG_hypothetical_protein,1175,1443,1136,1666,833,1278,878,1387,914,1187
BSU22480_mgsA_methylglyoxal_synthase,944,673,544,858,724,695,745,799,753,601
BSU22490_dapB_dihydrodipicolinate_reductase,1569,2164,1778,2260,1044,2103,1086,2115,1183,1790
BSU22500_ypjD_nucleotide_phosphohydrolase,699,1332,1137,1610,524,1135,530,1272,592,1002
BSU22510_ypjC_hypothetical_protein,931,866,632,759,700,797,605,697,660,620
BSU22520_ypjB_spore_formation_membrane_associated_protein,575,859,746,763,439,774,438,899,480,685
BSU22530_ypjA_hypothetical_protein,424,257,252,245,391,297,309,294,398,217
BSU22540_qcrC_menaquinol:cytochrome_c_oxidoreductase_cytochrome_cc_subunit,776,527,437,600,534,543,441,740,743,681
BSU22550_qcrB_cytochrome_b6,808,562,475,550,527,558,557,715,872,714
BSU22560_qcrA_menaquinol:cytochrome_c_oxidoreductase_iron-sulfur_subunit,540,583,625,730,324,736,341,941,589,762
BSU22570_ypiF_hypothetical_protein,38,102,95,136,31,97,38,173,46,105
BSU22580_ypiB_hypothetical_protein,856,951,773,969,646,980,666,1019,778,1038
BSU22590_ypiA_hypothetical_protein,1381,2332,2082,2641,1204,2364,1164,2420,1154,2176
BSU22600_aroE_3-phosphoshikimate_1-carboxyvinyltransferase,12754,14812,13739,14249,10882,15458,10413,16336,11991,14579
BSU22610_tyrA_prephenate_dehydrogenase,7616,10676,9703,10882,6562,11284,5929,11575,6866,10244
BSU22620_hisC_histidinol-phosphate_aminotransferase,10181,11095,10339,10782,9648,12045,9096,12855,10966,11753
BSU22630_trpA_tryptophan_synthase_subunit_alpha,7837,5968,5657,6485,6747,6851,6772,7527,8298,6694
BSU22640_trpB_tryptophan_synthase_subunit_beta,204,204,412,356,940,720,473,514,579,394
BSU22650_trpF_N-(5'-phosphoribosyl)anthranilate_isomerase,106,86,167,201,378,291,166,229,219,184
BSU22660_trpC_indole-3-glycerol_phosphate_synthase,68,101,186,187,325,372,140,222,178,201
BSU22670_trpD_anthranilate_phosphoribosyltransferase,55,43,102,105,361,166,149,115,233,80
BSU22680_trpE_anthranilate_synthase_component_I,168,154,245,300,622,392,361,308,406,230
BSU22690_aroH_chorismate_mutase,1594,2673,2320,2918,1285,2728,1142,2956,1524,2939
BSU22700_aroB_3-dehydroquinate_synthase,4995,6204,5812,7191,3784,6781,4021,7704,4830,7121
BSU22710_aroF_chorismate_synthase,7409,11302,10446,11363,5715,10762,5914,13665,6938,10543
BSU22720_cheR_methyl-accepting_chemotaxis_protein,752,1474,1514,1885,556,1572,596,2098,807,1758
BSU22730_ndk_nucleoside_diphosphate_kinase,2905,5175,5394,5430,2175,5327,1879,5673,2769,4581
BSU22740_hepT_heptaprenyl_diphosphate_synthase_component_II,5029,7563,5683,7049,3995,6760,3533,6504,3872,5895
BSU22750_ubiE_ubiquinone/menaquinone_biosynthesis_methyltransferase,3576,4717,3887,4572,2868,4474,2719,4415,3039,3970
BSU22760_hepS_heptaprenyl_diphosphate_synthase_component_I,4416,6845,5321,6590,3342,6780,3066,6437,3331,5759
BSU22770_mtrB_transcription_attenuation_protein_MtrB,1396,2060,1741,1876,1143,1926,1142,1970,1221,1777
BSU22780_folE_GTP_cyclohydrolase_I,4189,6132,5362,5908,3132,5950,3414,6075,3597,5682
BSU22790_hbs_non-specific_DNA-binding_protein_HBsu;_signal_recognition_particle-like_(SRP)_component,27469,75198,80015,67021,20299,78534,22028,77440,25562,69048
BSU22800_spoIVA_morphogenetic_stage_IV_sporulation_protein,94,82,86,121,111,140,125,151,148,145
BSU22810_yphF_lipoprotein,1609,1761,1675,1756,1579,2057,1716,2637,2078,2415
BSU22820_yphE_hypothetical_protein,966,530,575,603,887,658,1029,773,1338,805
BSU22830_gpsA_NAD(P)H-dependent_glycerol-3-phosphate_dehydrogenase,5256,6722,5921,7021,4106,6491,3602,6164,3744,5376
BSU22840_engA_GTP-binding_protein_EngA,5120,6755,5711,6968,4081,6549,3431,6098,3696,5013
BSU22849_ypzH_hypothetical_protein,28,46,30,54,28,68,14,63,26,32
BSU22850_seaA_hypothetical_protein,154,196,145,190,155,196,119,159,130,152
BSU22860_yphA_hypothetical_protein,70,72,72,102,81,94,77,76,70,78
BSU22869_ypzI_hypothetical_protein,4,3,3,5,5,5,5,4,1,2
BSU22870_fni_isopentenyl_pyrophosphate_isomerase,4012,4473,3976,4490,3353,4503,3671,5023,4304,4307
BSU22880_rpsA_30S_ribosomal_protein_S1,19318,34909,30633,33042,15450,36629,18068,40862,21486,37737
BSU22890_cmk_cytidylate_kinase,3399,7028,6470,7390,2284,6719,2245,7646,2585,6081
BSU22900_ypfB_hypothetical_protein,66,246,235,341,35,268,50,263,41,225
BSU22910_ypfA_cyclic_diGMP_binding_protein,214,411,384,497,151,415,157,452,196,350
BSU22920_ypeB_spore_membrane_component,91,130,118,149,79,143,81,189,91,150
BSU22930_sleB_spore_cortex-lytic_protein,7,12,5,4,8,4,8,3,7,6
BSU22940_prsW_protease_required_for_RsiW_anti-sigma(W)_degradation,1131,1722,1490,1719,908,1858,892,1828,1072,1731
BSU22950_ypdA_FAD-dependent_disulfide_oxidoreductase,1968,3217,2887,3153,1471,3409,1465,3190,1660,2750
BSU22960_gudB_cryptic_glutamate_dehydrogenase,7039,10041,10155,11169,4711,10382,4693,11352,6537,10925
BSU22970_ypbH_adaptor_protein,1761,2368,2646,2598,1461,2631,1680,3098,1989,2647
BSU22980_ypbG_phosphoesterase,446,774,665,850,350,742,374,788,404,728
BSU22990_ypbF_hypothetical_protein,134,150,152,184,120,178,106,200,142,189
BSU23000_ypbE_hypothetical_protein,685,1237,988,1276,640,1157,545,1537,670,1198
BSU23010_ypbD_membrane_protease,647,790,608,744,504,766,561,836,609,722
BSU23020_recQ_ATP-dependent_DNA_helicase,1328,1516,1230,1443,1143,1355,1103,1557,1371,1457
BSU23030_ypbB_hypothetical_protein,865,1206,958,1023,667,1030,705,1385,880,1169
BSU23040_fer_ferredoxin,3620,3783,4803,4110,3842,4549,3408,4807,4356,3608
BSU23050_fmnP_FMN_permease,657,850,840,878,687,906,710,938,769,801
BSU23060_ypzE_hypothetical_protein,869,1056,1158,1188,567,1088,695,1453,867,908
BSU23070_serA_D-3-phosphoglycerate_dehydrogenase,18189,23315,38994,37962,28035,46346,33099,55671,42003,55087
BSU23080_aroD_3-dehydroquinate_dehydratase,600,1043,916,994,413,956,362,996,462,848
BSU23090_rsiX_negative_regulator_of_sigma(X)_activity,4883,7057,5866,6064,3261,6354,3492,7370,4153,6878
BSU23100_sigX_RNA_polymerase_sigma_factor_SigX,3572,7237,5308,5751,2322,6400,2548,6987,3083,6782
BSU23110_resE_two-component_sensor_histidine_kinase,3530,4426,3242,4173,2417,3689,1983,3719,2356,3339
BSU23120_resD_two-component_response_regulator,1566,2492,1748,2389,1075,1999,831,2201,1065,1870
BSU23130_resC_factor_required_for_cytochrome_c_synthesis,2138,1379,1083,1399,1532,1242,1123,1212,1361,980
BSU23140_resB_factor_required_for_cytochrome_c_synthesis,2830,3191,2170,3099,1995,2674,1468,2527,1798,1966
BSU23150_resA_thiol-disulfide_oxidoreductase,1438,1645,1185,1671,1010,1412,812,1372,926,1076
BSU23160_rluB_pseudouridine_synthase,1827,2827,2686,3084,1266,2843,1168,2870,1388,2528
BSU23170_spmB_spore_maturation_protein,42,24,17,35,23,56,25,31,31,16
BSU23180_spmA_spore_maturation_protein,32,22,18,26,32,24,34,24,38,17
BSU23190_dacB_D-alanyl-D-alanine_carboxypeptidase,82,98,61,129,88,94,54,108,53,70
BSU23200_ypuI_hypothetical_protein,921,1187,1107,1209,508,1009,475,1006,447,796
BSU23210_spcB_chromosome_condensation_and_segregation_factor,866,879,776,1003,526,848,500,773,510,628
BSU23220_scpA_segregation_and_condensation_protein_A,1344,2146,1725,2281,816,1690,693,1834,743,1294
BSU23230_ypuF_hypothetical_protein,181,345,337,333,134,360,131,330,162,320
BSU23240_ypzK_acetyltransferase,1740,2027,2096,2408,1413,2285,1576,2610,1777,2041
"BSU23250_ribH_6,7-dimethyl-8-ribityllumazine_synthase",1614,2213,1990,2420,1358,2301,1454,2432,1446,2093
"BSU23260_ribA_bifunctional_3,4-dihydroxy-2-butanone_4-phosphate_synthase/GTP_cyclohydrolase_II_protein",3399,4176,3934,4726,2821,4351,3059,4811,2834,3771
BSU23270_ribE_riboflavin_synthase_subunit_alpha,1440,1856,1764,2473,1272,1910,1317,2454,1190,1745
BSU23280_ribD_bifunctional_diaminohydroxyphosphoribosylaminopyrimidine_deaminase/5-amino-6-(5-phosphoribosylamino)_uracil_reductase,3527,2900,3132,3695,3076,3442,3189,3767,2985,3008
BSU23300_ypuD_hypothetical_protein,170,219,267,277,190,260,187,379,223,280
BSU23310_sipS_type_I_signal_peptidase,3755,5586,5338,5276,2692,5557,3027,6339,3831,5711
BSU23320_ypzC_hypothetical_protein,0,6,2,7,0,2,0,10,0,0
BSU23328_ypzJ_hypothetical_protein,908,4362,3401,3718,663,4407,818,4633,989,4920
BSU23340_ypuB_hypothetical_protein,14,8,9,9,5,21,7,16,9,16
BSU23350_ypzD_hypothetical_protein,2,1,2,3,2,1,0,0,0,0
BSU23360_ppiB_peptidyl-prolyl_isomerase,3964,3879,4008,3665,3010,3869,2991,3930,3265,3085
BSU23370_ypuA_hypothetical_protein,3469,5018,4541,4796,2821,4446,2428,4330,2530,3304
BSU23380_lysA_diaminopimelate_decarboxylase,6176,7514,7466,7511,5885,8855,6921,10749,8845,10792
BSU23390_spoVAF_stage_V_sporulation_protein_AF,286,217,232,208,296,243,292,247,326,233
BSU23401_spoVAEA_stage_V_sporulation_germinant_protein,40,49,42,56,36,54,33,62,38,47
BSU23402_spoVAEB_spore_germinant_protein,10,5,1,7,6,2,8,4,6,6
BSU23410_spoVAD_stage_V_sporulation_protein_AD,9,15,4,7,8,17,12,12,12,5
BSU23420_spoVAC_stage_V_sporulation_protein_AC,4,2,1,1,2,2,2,1,4,3
BSU23430_spoVAB_stage_V_sporulation_protein_AB,0,0,0,0,1,0,0,3,0,0
BSU23440_spoVAA_stage_V_sporulation_protein_AA,0,1,4,1,1,1,1,0,3,1
BSU23450_sigF_sporulation_sigma_factor_SigF,290,267,201,214,167,224,206,277,274,323
BSU23460_spoIIAB_anti-sigma_F_factor,177,198,157,163,107,184,135,235,193,262
BSU23470_spoIIAA_anti-anti-sigma_factor,191,291,210,194,121,219,122,264,183,296
BSU23480_dacF_D-alanyl-D-alanine_carboxypeptidase,3,15,4,9,7,5,4,15,6,1
BSU23490_pupG_purine_nucleoside_phosphorylase,2723,3241,2168,2323,1650,2405,1477,2332,1892,2050
BSU23500_drm_phosphopentomutase,3810,4832,3026,3319,2056,2956,1911,3435,2460,2742
BSU23510_xerD_site-specific_tyrosine_recombinase_XerD,1322,1635,1505,1635,1113,1595,1073,1975,1295,1565
BSU23519_yqzK_hypothetical_protein,452,2056,1757,1885,310,2081,358,2326,414,2163
BSU23520_fur_transcriptional_regulator,3692,3296,3326,3973,3045,3300,3079,3918,3573,2703
BSU23530_spoIIM_stage_II_sporulation_autolysin,20,15,12,17,12,13,17,21,21,18
BSU23540_yqkK_hypothetical_protein,8,28,16,19,6,25,3,30,7,22
BSU23550_mleA_NAD-dependent_malic_enzyme,2787,2685,1702,2089,1586,1649,1106,1493,1257,1089
BSU23560_mleN_malate-H+/Na+-lactate_antiporter,2413,2745,1510,2060,1331,1671,816,1335,989,959
BSU23570_aspA_aspartate_ammonia-lyase,873,1046,844,946,670,865,658,941,713,798
BSU23580_ansA_L-asparaginase,583,652,493,733,464,632,460,670,507,566
BSU23590_ansR_XRE_family_transcriptional_regulator,220,370,325,329,182,393,176,367,227,296
BSU23600_yqxK_hypothetical_protein,1010,1117,939,1098,756,1138,780,1125,906,1096
BSU23610_nudF_ADP-ribose_pyrophosphatase,669,1236,1011,1220,532,1216,485,1220,599,1274
BSU23620_yqkF_NADPH-dependent_aldo-keto_reductase,1083,1258,1140,1242,837,1341,975,1305,1096,1309
BSU23630_yqkE_hypothetical_protein,150,62,91,105,113,107,140,142,165,95
BSU23640_yqkD_hydrolase,187,163,176,164,136,203,167,178,201,167
BSU23650_yqkC_hypothetical_protein,461,358,538,485,468,534,496,606,566,466
BSU23660_yqkB_hypothetical_protein,1344,1120,1462,1534,1225,1497,1291,1687,1466,1555
BSU23670_yqkA_hypothetical_protein,917,1261,2220,2512,1200,2363,1301,3143,1692,2713
BSU23680_yqjZ_oxygenase,248,384,637,735,359,666,378,1076,483,664
BSU23690_yqjY_acetyltransferase,298,713,978,1170,463,1216,436,1570,551,1346
BSU23700_yqjX_hypothetical_protein,4,8,4,10,16,18,6,16,7,10
BSU23710_yqjW_DNA_polymerase_IV,22,25,17,21,39,27,24,44,37,39
BSU23720_yqzH_hypothetical_protein,137,193,178,175,84,203,99,249,110,163
BSU23730_yqjV_efflux_transporter,332,264,239,234,306,327,312,351,353,282
BSU23740_yqjU_hypothetical_protein,45,74,62,53,46,83,31,102,42,86
BSU23750_yqjT_lyase,454,618,531,616,303,595,347,787,426,630
BSU23760_coaA_pantothenate_kinase,1007,1223,930,1111,686,1089,777,1222,873,1105
BSU23770_dsdA_D-serine_dehydratase,902,1000,879,943,668,885,659,1141,873,1001
"BSU23780_yqjQ_metabolite_dehydrogenase,_NAD-binding",509,596,509,578,344,526,442,716,492,581
BSU23790_yqjP_metal-dependent_hydrolase,610,775,692,749,464,803,571,854,644,833
BSU23800_proI_pyrroline-5-carboxylate_reductase,505,554,541,537,405,577,419,740,535,597
BSU23810_yqjN_N-deacylase,469,564,636,894,473,825,652,1037,784,925
BSU23820_yqjM_NADPH_dehydrogenase_NamA,696,725,1354,1203,1224,1538,1500,1797,1522,1498
BSU23830_yqjL_hydrolase,1283,1546,1437,1261,1024,1528,955,1657,1161,1365
BSU23840_yqjK_ribonuclease_Z,546,757,698,841,390,707,421,879,522,809
BSU23850_zwf_glucose-6-phosphate_1-dehydrogenase,11685,12118,11454,12270,9398,12513,10212,13480,11218,12318
BSU23860_yqjI_6-phosphogluconate_dehydrogenase,16803,27581,25542,25208,12958,28208,14303,30987,17141,29342
BSU23870_yqjH_DNA_polymerase_IV,317,438,354,398,311,370,303,434,321,438
BSU23880_yqzJ_hypothetical_protein,1135,3380,2674,2933,1054,3671,1104,3347,1208,3362
BSU23890_yqjG_OxaA-like_protein_precursor,1792,1750,1612,1757,1766,1742,1738,2049,1955,1676
BSU23900_yqjF_hypothetical_protein,39,28,27,27,44,15,53,32,51,31
BSU23910_yqjE_deacylase,4400,5596,5301,5441,3297,5175,3544,6239,3872,4947
BSU23920_yqjD_acyl-CoA_carboxylase,4273,5114,4525,4900,2974,4813,3229,5071,3552,4499
BSU23930_yqjC_lyase,17,16,23,28,21,27,11,28,11,18
BSU23940_yqjB_hypothetical_protein,26,40,47,40,30,33,19,39,18,32
BSU23950_yqjA_hypothetical_protein,1129,1163,1034,1177,826,1106,834,1206,906,1003
BSU23960_artR_High_affinity_arginine_ABC_transporter_ATP-binding_protein,177,161,136,174,128,126,179,203,246,150
BSU23970_artQ_High_affinity_arginine_ABC_transporter_permease,157,98,69,65,114,88,126,105,189,123
BSU23980_artP_High_affinity_arginine_ABC_transporter_binding_lipoprotein,87,173,95,99,47,101,76,131,131,187
BSU23990_yqiW_hypothetical_protein,1625,3571,2886,2686,1065,3005,1318,3209,1493,2974
BSU24000_bmrU_diacylglycerol_kinase,8,20,16,18,18,36,26,17,28,26
BSU24010_bmr_multidrug-efflux_transporter,542,390,286,331,335,298,390,429,617,397
BSU24020_bmrR_MerR_family_transcriptional_regulator,101,228,212,214,92,216,100,277,106,236
BSU24030_bkdB_branched-chain_alpha-keto_acid_dehydrogenase_E2_subunit,3392,3892,8187,11335,6887,10650,5823,10343,7667,10145
BSU24040_bkdAB_branched-chain_alpha-keto_acid_dehydrogenase_E1_subunit,2742,2477,5607,7559,5352,6427,4742,6777,6067,6134
BSU24050_bkdAA_branched-chain_alpha-keto_acid_dehydrogenase_E1_subunit,2611,2405,5631,7985,5680,6439,4738,6890,6145,6303
BSU24060_lpdV_dihydrolipoamide_dehydrogenase,2922,2549,6038,8685,6395,7465,5318,7554,6953,7130
BSU24070_buk_butyrate_kinase,1709,1959,4552,7458,4031,6096,3278,5985,4400,5837
BSU24080_bcd_branched-chain_amino_acid_dehydrogenase,2365,2081,5445,7669,5966,7019,5015,7079,6984,7148
BSU24090_ptb_phosphate_butyryltransferase,1448,1704,5107,7564,3794,6561,3209,6460,4595,6817
BSU24100_bkdR_transcriptional_regulator,1321,1368,1504,2265,1365,2078,1112,1821,1289,1576
BSU24110_yqzF_hypothetical_protein,714,1612,1890,1646,607,1875,593,2263,828,1995
BSU24120_prpB_2-methylisocitrate_lyase,139,69,96,80,108,95,110,102,157,72
BSU24130_prpD_2-methylcitrate_dehydratase,95,95,92,120,81,115,94,118,89,121
BSU24140_mmgD_citrate_synthase_3,11,12,16,21,13,15,14,9,17,1
BSU24150_mmgC_short_chain_acyl-CoA_dehydrogenase,12,4,9,6,9,6,4,4,2,0
BSU24160_mmgB_3-hydroxybutyryl-CoA_dehydrogenase,7,4,6,4,7,8,5,8,2,5
BSU24170_mmgA_acetyl-CoA_acetyltransferase,6,0,4,0,1,14,6,2,3,3
BSU24180_yqiK_glycerophosphodiester_phosphodiesterase,209,247,259,247,195,257,233,320,256,280
BSU24190_yqiI_N-acetylmuramoyl-L-alanine_amidase,23,46,35,31,30,29,41,45,29,27
BSU24200_yqiH_lipoprotein,23,34,29,38,25,47,18,38,28,40
BSU24210_yqiG_NADH-dependent_flavin_oxidoreductase,721,909,1214,1148,874,1163,943,1234,850,948
BSU24220_spo0A_response_regulator,2918,3109,2851,2762,2181,2992,2288,3607,2802,3105
BSU24230_spoIVB_regulatory_membrane-associated_serine_protease,39,72,87,114,50,104,35,86,31,49
BSU24240_recN_factor_for_double_strand_breaks_DNA_repair_and_genetic_recombination,3613,4368,3752,4387,2780,4119,2585,3969,2814,3527
BSU24250_ahrC_arginine_repressor_ArgR,842,976,775,1138,626,1038,573,946,596,839
BSU24260_yqxC_methyltransferase,4216,3879,3355,3984,3331,3568,3307,4050,3610,3507
BSU24270_dxs_1-deoxy-D-xylulose-5-phosphate_synthase,9473,10195,8832,10260,7518,9718,7523,10291,8342,9238
BSU24280_ispA_geranyltranstransferase,1775,1736,1537,2055,1329,1745,1065,1780,1190,1338
BSU24290_xseB_exodeoxyribonuclease_VII_small_subunit,499,1021,934,1328,286,888,253,1105,348,794
BSU24300_xseA_exodeoxyribonuclease_VII_large_subunit,2740,2932,2470,3584,2071,2820,1827,2815,1741,2253
"BSU24310_folD_bifunctional_5,10-methylene-tetrahydrofolate_dehydrogenase/_5,10-methylene-tetrahydrofolate_cyclohydrolase",8776,10210,8744,9267,6165,9131,4790,8581,5208,6427
BSU24320_nusB_transcription_antitermination_protein_NusB,5581,12419,9226,10316,3680,9535,2841,9378,3104,6883
BSU24330_yqhY_hypothetical_protein,4304,6049,5686,5844,3112,5671,3197,6353,3872,5430
BSU24340_accC_acetyl-CoA_carboxylase_biotin_carboxylase_subunit,15219,21586,18143,20463,10946,19513,10630,20888,11980,18584
BSU24350_accB_acetyl-CoA_carboxylase_biotin_carboxyl_carrier_protein_subunit,4946,7801,6816,7074,3821,6897,3572,7496,3960,6525
BSU24360_spoIIIAH_stage_III_sporulation_ratchet_engulfment_protein,6,10,14,18,5,12,7,26,7,20
BSU24370_spoIIIAG_stage_III_sporulation_engulfment_assembly_protein,11,8,9,15,10,14,6,9,10,11
BSU24380_spoIIIAF_stage_III_sporulation_protein,5,5,8,13,8,10,6,13,7,14
BSU24390_spoIIIAE_stage_III_sporulation_protein,15,7,6,14,16,8,11,7,8,11
BSU24400_spoIIIAD_stage_III_sporulation_protein,5,11,5,4,3,10,3,5,5,3
BSU24410_spoIIIAC_stage_III_sporulation_protein,2,2,2,3,4,6,1,3,2,0
BSU24420_spoIIIAB_stage_III_sporulation_protein_SpoAB,7,4,2,3,10,1,5,4,7,2
BSU24430_spoIIIAA_ATP-binding_stage_III_sporulation_protein,16,9,9,7,9,20,11,13,3,10
BSU24440_yqhV_hypothetical_protein,2,4,3,2,5,3,4,5,0,2
BSU24450_efp_elongation_factor_P,6704,8725,7895,7647,5356,8244,4888,8295,5395,6878
BSU24460_yqhT_aminopeptidase,9966,10423,8571,8767,7568,9575,7042,9423,8101,7845
